"id","province","district","urban_rural","age_group","gender","education_level","employed","health_insurance","income","stratum","psu","weight"
2784,"Prov6","Dist6","Urban","25-44","Female","Secondary",1,1,74702,"Prov6_Urban","Prov6_Urban_20",106.840376940182
2785,"Prov2","Dist10","Urban","0-14","Male","Primary",1,1,23924,"Prov2_Urban","Prov2_Urban_6",131.832986879423
2786,"Prov9","Dist17","Urban","65+","Male","Tertiary",0,0,61938,"Prov9_Urban","Prov9_Urban_13",80.6751578884808
2787,"Prov3","Dist2","Rural","45-64","Female","Primary",1,0,16289,"Prov3_Rural","Prov3_Rural_9",112.399215311118
2788,"Prov10","Dist11","Rural","25-44","Male","Secondary",0,0,18852,"Prov10_Rural","Prov10_Rural_12",93.3899526908694
2789,"Prov1","Dist15","Rural","45-64","Male","Secondary",0,0,9137,"Prov1_Rural","Prov1_Rural_3",139.103490345743
2790,"Prov4","Dist9","Rural","45-64","Male","Secondary",0,0,64398,"Prov4_Rural","Prov4_Rural_6",95.2025594827289
2791,"Prov6","Dist26","Rural","15-24","Female","Primary",0,0,5851,"Prov6_Rural","Prov6_Rural_14",115.536655419542
2792,"Prov2","Dist11","Urban","0-14","Male","Secondary",1,1,30444,"Prov2_Urban","Prov2_Urban_2",131.832986879423
2793,"Prov9","Dist25","Rural","15-24","Female","Primary",0,0,53275,"Prov9_Rural","Prov9_Rural_6",102.574445888518
2794,"Prov9","Dist28","Urban","45-64","Male","Secondary",1,1,41932,"Prov9_Urban","Prov9_Urban_7",80.6751578884808
2795,"Prov7","Dist20","Rural","25-44","Female","Primary",0,1,12457,"Prov7_Rural","Prov7_Rural_3",94.777534377427
2796,"Prov2","Dist26","Rural","65+","Male","Secondary",0,0,23109,"Prov2_Rural","Prov2_Rural_5",104.857453934119
2797,"Prov1","Dist24","Rural","25-44","Female","Secondary",0,0,46214,"Prov1_Rural","Prov1_Rural_4",139.103490345743
2798,"Prov8","Dist4","Rural","15-24","Female","Primary",0,0,8494,"Prov8_Rural","Prov8_Rural_16",98.3084531593788
2799,"Prov9","Dist21","Urban","65+","Male","None",0,1,35877,"Prov9_Urban","Prov9_Urban_9",80.6751578884808
2800,"Prov8","Dist9","Rural","15-24","Female","Primary",0,0,30910,"Prov8_Rural","Prov8_Rural_17",98.3084531593788
2801,"Prov10","Dist16","Urban","25-44","Male","Tertiary",0,1,52688,"Prov10_Urban","Prov10_Urban_13",95.3933680941479
2802,"Prov10","Dist24","Urban","65+","Female","Secondary",0,0,37409,"Prov10_Urban","Prov10_Urban_14",95.3933680941479
2803,"Prov9","Dist6","Rural","65+","Female","Primary",0,0,12820,"Prov9_Rural","Prov9_Rural_19",102.574445888518
2804,"Prov8","Dist16","Rural","15-24","Female","Secondary",0,1,32581,"Prov8_Rural","Prov8_Rural_8",98.3084531593788
2805,"Prov1","Dist22","Rural","15-24","Male","Primary",1,0,41111,"Prov1_Rural","Prov1_Rural_1",139.103490345743
2806,"Prov7","Dist17","Rural","15-24","Male","Secondary",0,0,37907,"Prov7_Rural","Prov7_Rural_1",94.777534377427
2807,"Prov3","Dist15","Urban","15-24","Female","Primary",1,1,54512,"Prov3_Urban","Prov3_Urban_7",95.0637042351494
2808,"Prov1","Dist16","Urban","45-64","Male","Primary",0,1,34320,"Prov1_Urban","Prov1_Urban_11",103.035300315577
2809,"Prov4","Dist18","Rural","65+","Male","Primary",0,0,26846,"Prov4_Rural","Prov4_Rural_11",95.2025594827289
2810,"Prov4","Dist30","Urban","65+","Male","Tertiary",1,1,31178,"Prov4_Urban","Prov4_Urban_2",125.766945545763
2811,"Prov9","Dist5","Urban","0-14","Male","Secondary",1,0,106464,"Prov9_Urban","Prov9_Urban_5",80.6751578884808
2812,"Prov4","Dist8","Rural","0-14","Female","Secondary",0,0,38717,"Prov4_Rural","Prov4_Rural_8",95.2025594827289
2813,"Prov10","Dist1","Urban","25-44","Female","Tertiary",1,1,61577,"Prov10_Urban","Prov10_Urban_9",95.3933680941479
2814,"Prov7","Dist17","Urban","45-64","Female","Primary",1,1,124190,"Prov7_Urban","Prov7_Urban_17",77.4277643529747
2815,"Prov5","Dist12","Urban","45-64","Female","Primary",0,1,75148,"Prov5_Urban","Prov5_Urban_5",114.42922458093
2816,"Prov2","Dist4","Rural","45-64","Male","Secondary",0,0,13399,"Prov2_Rural","Prov2_Rural_6",104.857453934119
2817,"Prov2","Dist5","Urban","25-44","Female","Secondary",1,1,84103,"Prov2_Urban","Prov2_Urban_4",131.832986879423
2818,"Prov3","Dist5","Rural","25-44","Male","Primary",1,0,25039,"Prov3_Rural","Prov3_Rural_8",112.399215311118
2819,"Prov3","Dist24","Rural","25-44","Female","Tertiary",1,1,35848,"Prov3_Rural","Prov3_Rural_13",112.399215311118
2820,"Prov10","Dist15","Rural","45-64","Female","Secondary",1,0,53370,"Prov10_Rural","Prov10_Rural_3",93.3899526908694
2821,"Prov7","Dist10","Rural","45-64","Male","Secondary",0,0,37080,"Prov7_Rural","Prov7_Rural_19",94.777534377427
2822,"Prov4","Dist21","Rural","65+","Male","Secondary",0,1,35755,"Prov4_Rural","Prov4_Rural_20",95.2025594827289
2823,"Prov7","Dist14","Urban","0-14","Female","Tertiary",0,1,44110,"Prov7_Urban","Prov7_Urban_3",77.4277643529747
2824,"Prov10","Dist7","Rural","25-44","Female","Secondary",0,0,40915,"Prov10_Rural","Prov10_Rural_2",93.3899526908694
2825,"Prov4","Dist23","Urban","25-44","Male","Primary",1,0,67448,"Prov4_Urban","Prov4_Urban_20",125.766945545763
2826,"Prov9","Dist11","Rural","0-14","Male","Primary",0,0,7049,"Prov9_Rural","Prov9_Rural_18",102.574445888518
2827,"Prov10","Dist13","Urban","25-44","Male","Tertiary",0,0,36267,"Prov10_Urban","Prov10_Urban_20",95.3933680941479
2828,"Prov6","Dist5","Urban","65+","Male","Primary",0,1,21818,"Prov6_Urban","Prov6_Urban_7",106.840376940182
2829,"Prov7","Dist4","Rural","45-64","Male","Secondary",0,0,49431,"Prov7_Rural","Prov7_Rural_9",94.777534377427
2830,"Prov5","Dist27","Rural","15-24","Male","Tertiary",0,0,30058,"Prov5_Rural","Prov5_Rural_3",110.289452423252
2831,"Prov3","Dist16","Urban","25-44","Male","Primary",1,0,58926,"Prov3_Urban","Prov3_Urban_2",95.0637042351494
2832,"Prov1","Dist9","Rural","65+","Female","Primary",1,0,43255,"Prov1_Rural","Prov1_Rural_14",139.103490345743
2833,"Prov8","Dist17","Urban","65+","Female","Secondary",1,1,58986,"Prov8_Urban","Prov8_Urban_19",86.7516533136787
2834,"Prov2","Dist19","Urban","15-24","Female","Primary",1,0,45353,"Prov2_Urban","Prov2_Urban_19",131.832986879423
2835,"Prov8","Dist14","Urban","65+","Female","Tertiary",0,0,121049,"Prov8_Urban","Prov8_Urban_18",86.7516533136787
2836,"Prov8","Dist26","Rural","0-14","Male","Primary",0,0,21820,"Prov8_Rural","Prov8_Rural_2",98.3084531593788
2837,"Prov4","Dist4","Rural","15-24","Female","Secondary",0,0,41063,"Prov4_Rural","Prov4_Rural_3",95.2025594827289
2838,"Prov6","Dist3","Urban","65+","Female","Secondary",1,1,101854,"Prov6_Urban","Prov6_Urban_17",106.840376940182
2839,"Prov8","Dist22","Urban","0-14","Female","None",0,0,55749,"Prov8_Urban","Prov8_Urban_13",86.7516533136787
2840,"Prov5","Dist5","Urban","15-24","Female","Secondary",0,0,43568,"Prov5_Urban","Prov5_Urban_20",114.42922458093
2841,"Prov8","Dist10","Urban","65+","Male","Secondary",0,0,52862,"Prov8_Urban","Prov8_Urban_10",86.7516533136787
2842,"Prov7","Dist19","Urban","65+","Male","Tertiary",1,1,469624,"Prov7_Urban","Prov7_Urban_11",77.4277643529747
2843,"Prov7","Dist5","Rural","0-14","Female","Secondary",0,0,19834,"Prov7_Rural","Prov7_Rural_6",94.777534377427
2844,"Prov6","Dist5","Urban","65+","Female","Primary",1,0,81432,"Prov6_Urban","Prov6_Urban_19",106.840376940182
2845,"Prov7","Dist9","Rural","0-14","Male","Tertiary",0,0,46844,"Prov7_Rural","Prov7_Rural_20",94.777534377427
2846,"Prov2","Dist20","Urban","65+","Male","Primary",1,1,46877,"Prov2_Urban","Prov2_Urban_16",131.832986879423
2847,"Prov6","Dist17","Rural","15-24","Female","Secondary",1,0,69128,"Prov6_Rural","Prov6_Rural_6",115.536655419542
2848,"Prov10","Dist20","Rural","0-14","Female","Primary",1,1,52724,"Prov10_Rural","Prov10_Rural_7",93.3899526908694
2849,"Prov1","Dist22","Rural","15-24","Male","Primary",1,0,118223,"Prov1_Rural","Prov1_Rural_7",139.103490345743
2850,"Prov9","Dist26","Urban","25-44","Female","Primary",0,1,45681,"Prov9_Urban","Prov9_Urban_8",80.6751578884808
2851,"Prov10","Dist3","Urban","65+","Female","Tertiary",0,0,83131,"Prov10_Urban","Prov10_Urban_15",95.3933680941479
2852,"Prov3","Dist13","Urban","25-44","Male","Primary",0,1,23573,"Prov3_Urban","Prov3_Urban_16",95.0637042351494
2853,"Prov2","Dist7","Rural","45-64","Female","Tertiary",0,1,25469,"Prov2_Rural","Prov2_Rural_14",104.857453934119
2854,"Prov5","Dist4","Rural","15-24","Male","Secondary",0,1,22394,"Prov5_Rural","Prov5_Rural_9",110.289452423252
2855,"Prov3","Dist29","Urban","45-64","Male","Secondary",0,1,93419,"Prov3_Urban","Prov3_Urban_7",95.0637042351494
2856,"Prov1","Dist19","Rural","0-14","Male","Secondary",0,0,18837,"Prov1_Rural","Prov1_Rural_13",139.103490345743
2857,"Prov3","Dist27","Rural","0-14","Male","Secondary",0,0,44316,"Prov3_Rural","Prov3_Rural_20",112.399215311118
2858,"Prov7","Dist5","Rural","65+","Male","Secondary",0,0,65193,"Prov7_Rural","Prov7_Rural_6",94.777534377427
2859,"Prov5","Dist25","Urban","15-24","Female","Secondary",0,0,63347,"Prov5_Urban","Prov5_Urban_1",114.42922458093
2860,"Prov3","Dist24","Rural","45-64","Male","Primary",0,0,20904,"Prov3_Rural","Prov3_Rural_15",112.399215311118
2861,"Prov2","Dist4","Urban","25-44","Female","Secondary",1,0,34886,"Prov2_Urban","Prov2_Urban_9",131.832986879423
2862,"Prov5","Dist19","Rural","65+","Female","Tertiary",0,1,24926,"Prov5_Rural","Prov5_Rural_20",110.289452423252
2863,"Prov2","Dist2","Rural","0-14","Male","Tertiary",1,0,34811,"Prov2_Rural","Prov2_Rural_7",104.857453934119
2864,"Prov4","Dist5","Rural","25-44","Female","None",0,0,17267,"Prov4_Rural","Prov4_Rural_19",95.2025594827289
2865,"Prov10","Dist2","Rural","65+","Male","Secondary",0,0,36493,"Prov10_Rural","Prov10_Rural_5",93.3899526908694
2866,"Prov5","Dist7","Urban","45-64","Female","Primary",1,1,17292,"Prov5_Urban","Prov5_Urban_5",114.42922458093
2867,"Prov1","Dist17","Urban","25-44","Female","Primary",1,1,47361,"Prov1_Urban","Prov1_Urban_2",103.035300315577
2868,"Prov2","Dist4","Urban","15-24","Female","None",0,0,28019,"Prov2_Urban","Prov2_Urban_4",131.832986879423
2869,"Prov3","Dist15","Rural","45-64","Female","Primary",0,0,20020,"Prov3_Rural","Prov3_Rural_4",112.399215311118
2870,"Prov8","Dist22","Rural","45-64","Female","Tertiary",1,1,119641,"Prov8_Rural","Prov8_Rural_17",98.3084531593788
2871,"Prov4","Dist15","Urban","15-24","Male","None",0,1,20019,"Prov4_Urban","Prov4_Urban_1",125.766945545763
2872,"Prov6","Dist14","Rural","25-44","Female","Secondary",0,0,30298,"Prov6_Rural","Prov6_Rural_7",115.536655419542
2873,"Prov6","Dist29","Urban","65+","Male","Tertiary",1,1,99536,"Prov6_Urban","Prov6_Urban_11",106.840376940182
2874,"Prov2","Dist18","Urban","25-44","Male","Primary",0,1,74725,"Prov2_Urban","Prov2_Urban_16",131.832986879423
2875,"Prov2","Dist2","Rural","25-44","Female","Tertiary",0,0,12988,"Prov2_Rural","Prov2_Rural_9",104.857453934119
2876,"Prov10","Dist21","Urban","15-24","Female","Secondary",0,1,33583,"Prov10_Urban","Prov10_Urban_8",95.3933680941479
2877,"Prov2","Dist27","Rural","0-14","Female","Secondary",0,0,25336,"Prov2_Rural","Prov2_Rural_8",104.857453934119
2878,"Prov5","Dist7","Rural","25-44","Female","Secondary",0,1,14958,"Prov5_Rural","Prov5_Rural_1",110.289452423252
2879,"Prov7","Dist10","Rural","25-44","Female","Secondary",0,0,9378,"Prov7_Rural","Prov7_Rural_6",94.777534377427
2880,"Prov5","Dist23","Rural","65+","Male","Secondary",0,0,22573,"Prov5_Rural","Prov5_Rural_16",110.289452423252
2881,"Prov2","Dist9","Rural","15-24","Female","Primary",0,0,23127,"Prov2_Rural","Prov2_Rural_18",104.857453934119
2882,"Prov9","Dist4","Rural","15-24","Female","Primary",1,0,33448,"Prov9_Rural","Prov9_Rural_9",102.574445888518
2883,"Prov1","Dist17","Rural","25-44","Male","Secondary",1,0,49047,"Prov1_Rural","Prov1_Rural_7",139.103490345743
2884,"Prov3","Dist10","Rural","65+","Male","Tertiary",1,0,83092,"Prov3_Rural","Prov3_Rural_20",112.399215311118
2885,"Prov6","Dist19","Urban","65+","Male","Tertiary",1,0,49891,"Prov6_Urban","Prov6_Urban_19",106.840376940182
2886,"Prov1","Dist22","Rural","25-44","Female","Secondary",0,0,23823,"Prov1_Rural","Prov1_Rural_5",139.103490345743
2887,"Prov9","Dist8","Rural","0-14","Male","Tertiary",1,0,80763,"Prov9_Rural","Prov9_Rural_13",102.574445888518
2888,"Prov6","Dist3","Urban","15-24","Male","None",1,1,52752,"Prov6_Urban","Prov6_Urban_18",106.840376940182
2889,"Prov3","Dist1","Rural","45-64","Female","Primary",1,0,21514,"Prov3_Rural","Prov3_Rural_5",112.399215311118
2890,"Prov1","Dist9","Urban","0-14","Female","None",0,1,36635,"Prov1_Urban","Prov1_Urban_7",103.035300315577
2891,"Prov10","Dist17","Rural","0-14","Male","Tertiary",0,0,151413,"Prov10_Rural","Prov10_Rural_6",93.3899526908694
2892,"Prov4","Dist29","Urban","0-14","Male","Secondary",1,1,34428,"Prov4_Urban","Prov4_Urban_16",125.766945545763
2893,"Prov9","Dist29","Urban","45-64","Male","Primary",1,0,82723,"Prov9_Urban","Prov9_Urban_8",80.6751578884808
2894,"Prov8","Dist29","Rural","15-24","Female","Secondary",1,1,59842,"Prov8_Rural","Prov8_Rural_9",98.3084531593788
2895,"Prov3","Dist23","Rural","65+","Female","Primary",0,1,12900,"Prov3_Rural","Prov3_Rural_17",112.399215311118
2896,"Prov7","Dist14","Urban","45-64","Male","Primary",1,1,25851,"Prov7_Urban","Prov7_Urban_4",77.4277643529747
2897,"Prov10","Dist20","Urban","25-44","Male","Tertiary",1,1,105781,"Prov10_Urban","Prov10_Urban_19",95.3933680941479
2898,"Prov4","Dist8","Rural","25-44","Female","Secondary",0,0,42358,"Prov4_Rural","Prov4_Rural_3",95.2025594827289
2899,"Prov3","Dist3","Rural","65+","Female","Primary",1,0,17231,"Prov3_Rural","Prov3_Rural_8",112.399215311118
2900,"Prov6","Dist17","Rural","65+","Female","None",0,0,11417,"Prov6_Rural","Prov6_Rural_13",115.536655419542
2901,"Prov5","Dist10","Urban","45-64","Female","Tertiary",0,1,128211,"Prov5_Urban","Prov5_Urban_6",114.42922458093
2902,"Prov8","Dist25","Urban","0-14","Male","Tertiary",1,1,91845,"Prov8_Urban","Prov8_Urban_16",86.7516533136787
2903,"Prov1","Dist10","Rural","25-44","Male","Primary",0,0,5426,"Prov1_Rural","Prov1_Rural_5",139.103490345743
2904,"Prov8","Dist13","Rural","15-24","Female","Secondary",1,0,72987,"Prov8_Rural","Prov8_Rural_15",98.3084531593788
2905,"Prov10","Dist26","Rural","65+","Female","Tertiary",0,0,59147,"Prov10_Rural","Prov10_Rural_9",93.3899526908694
2906,"Prov4","Dist4","Urban","65+","Female","Secondary",1,0,49517,"Prov4_Urban","Prov4_Urban_2",125.766945545763
2907,"Prov6","Dist13","Urban","45-64","Female","None",0,1,15595,"Prov6_Urban","Prov6_Urban_4",106.840376940182
2908,"Prov9","Dist26","Rural","15-24","Female","Secondary",0,0,19532,"Prov9_Rural","Prov9_Rural_5",102.574445888518
2909,"Prov5","Dist12","Urban","65+","Male","Secondary",1,0,67101,"Prov5_Urban","Prov5_Urban_6",114.42922458093
2910,"Prov9","Dist17","Rural","15-24","Male","Secondary",1,0,66777,"Prov9_Rural","Prov9_Rural_18",102.574445888518
2911,"Prov6","Dist28","Urban","65+","Male","Secondary",0,0,67857,"Prov6_Urban","Prov6_Urban_11",106.840376940182
2912,"Prov1","Dist22","Urban","25-44","Female","Primary",1,1,37628,"Prov1_Urban","Prov1_Urban_2",103.035300315577
2913,"Prov8","Dist13","Rural","25-44","Male","Primary",1,0,13682,"Prov8_Rural","Prov8_Rural_4",98.3084531593788
2914,"Prov1","Dist12","Rural","15-24","Female","Secondary",0,0,22286,"Prov1_Rural","Prov1_Rural_10",139.103490345743
2915,"Prov10","Dist11","Urban","25-44","Female","Secondary",1,0,36972,"Prov10_Urban","Prov10_Urban_2",95.3933680941479
2916,"Prov2","Dist5","Urban","0-14","Male","Primary",1,1,90918,"Prov2_Urban","Prov2_Urban_6",131.832986879423
2917,"Prov2","Dist6","Urban","0-14","Female","Primary",1,1,75314,"Prov2_Urban","Prov2_Urban_13",131.832986879423
2918,"Prov9","Dist23","Urban","65+","Female","Secondary",0,1,39489,"Prov9_Urban","Prov9_Urban_16",80.6751578884808
2919,"Prov6","Dist6","Rural","15-24","Male","Primary",0,0,18384,"Prov6_Rural","Prov6_Rural_18",115.536655419542
2920,"Prov3","Dist6","Rural","15-24","Male","Secondary",0,0,44538,"Prov3_Rural","Prov3_Rural_16",112.399215311118
2921,"Prov10","Dist18","Rural","0-14","Male","None",0,0,17783,"Prov10_Rural","Prov10_Rural_14",93.3899526908694
2922,"Prov10","Dist9","Rural","0-14","Female","Secondary",0,1,23645,"Prov10_Rural","Prov10_Rural_12",93.3899526908694
2923,"Prov2","Dist10","Rural","25-44","Female","Tertiary",1,1,50469,"Prov2_Rural","Prov2_Rural_11",104.857453934119
2924,"Prov8","Dist10","Rural","45-64","Female","Tertiary",1,0,49738,"Prov8_Rural","Prov8_Rural_18",98.3084531593788
2925,"Prov9","Dist18","Urban","45-64","Male","None",1,0,32521,"Prov9_Urban","Prov9_Urban_16",80.6751578884808
2926,"Prov9","Dist28","Urban","25-44","Female","Primary",1,1,61631,"Prov9_Urban","Prov9_Urban_19",80.6751578884808
2927,"Prov8","Dist4","Rural","45-64","Female","Secondary",0,1,68470,"Prov8_Rural","Prov8_Rural_5",98.3084531593788
2928,"Prov3","Dist10","Urban","0-14","Female","Tertiary",1,1,73952,"Prov3_Urban","Prov3_Urban_18",95.0637042351494
2929,"Prov6","Dist29","Urban","45-64","Female","Primary",0,0,11268,"Prov6_Urban","Prov6_Urban_8",106.840376940182
2930,"Prov1","Dist12","Urban","45-64","Male","Primary",1,1,47721,"Prov1_Urban","Prov1_Urban_15",103.035300315577
2931,"Prov8","Dist27","Rural","0-14","Male","Tertiary",1,0,13925,"Prov8_Rural","Prov8_Rural_7",98.3084531593788
2932,"Prov10","Dist7","Urban","15-24","Female","Secondary",1,1,120701,"Prov10_Urban","Prov10_Urban_19",95.3933680941479
2933,"Prov6","Dist5","Rural","0-14","Female","Secondary",0,0,51221,"Prov6_Rural","Prov6_Rural_13",115.536655419542
2934,"Prov4","Dist18","Urban","0-14","Male","Tertiary",1,0,89154,"Prov4_Urban","Prov4_Urban_2",125.766945545763
2935,"Prov5","Dist7","Urban","15-24","Female","Primary",0,1,23927,"Prov5_Urban","Prov5_Urban_5",114.42922458093
2936,"Prov3","Dist23","Rural","15-24","Male","Secondary",1,1,69532,"Prov3_Rural","Prov3_Rural_19",112.399215311118
2937,"Prov2","Dist30","Urban","25-44","Female","Tertiary",1,1,64922,"Prov2_Urban","Prov2_Urban_13",131.832986879423
2938,"Prov9","Dist22","Rural","45-64","Female","None",0,0,20503,"Prov9_Rural","Prov9_Rural_12",102.574445888518
2939,"Prov4","Dist25","Rural","45-64","Male","Primary",0,0,15594,"Prov4_Rural","Prov4_Rural_10",95.2025594827289
2940,"Prov7","Dist21","Rural","65+","Female","Secondary",0,0,56374,"Prov7_Rural","Prov7_Rural_19",94.777534377427
2941,"Prov9","Dist14","Urban","65+","Female","Tertiary",1,1,114174,"Prov9_Urban","Prov9_Urban_14",80.6751578884808
2942,"Prov6","Dist9","Urban","45-64","Female","Secondary",1,1,46488,"Prov6_Urban","Prov6_Urban_17",106.840376940182
2943,"Prov8","Dist20","Rural","0-14","Male","Primary",0,0,30069,"Prov8_Rural","Prov8_Rural_12",98.3084531593788
2944,"Prov4","Dist9","Urban","25-44","Female","Primary",0,1,57730,"Prov4_Urban","Prov4_Urban_8",125.766945545763
2945,"Prov5","Dist9","Rural","45-64","Male","Secondary",0,0,71907,"Prov5_Rural","Prov5_Rural_19",110.289452423252
2946,"Prov3","Dist3","Urban","0-14","Female","Primary",0,0,73678,"Prov3_Urban","Prov3_Urban_7",95.0637042351494
2947,"Prov6","Dist13","Urban","45-64","Male","Secondary",0,1,53020,"Prov6_Urban","Prov6_Urban_16",106.840376940182
2948,"Prov2","Dist28","Rural","15-24","Male","Secondary",0,0,18815,"Prov2_Rural","Prov2_Rural_3",104.857453934119
2949,"Prov8","Dist20","Rural","45-64","Male","Tertiary",1,0,58446,"Prov8_Rural","Prov8_Rural_12",98.3084531593788
2950,"Prov10","Dist2","Rural","0-14","Female","Secondary",0,0,36770,"Prov10_Rural","Prov10_Rural_14",93.3899526908694
2951,"Prov9","Dist11","Rural","45-64","Female","Secondary",0,0,18990,"Prov9_Rural","Prov9_Rural_16",102.574445888518
2952,"Prov5","Dist6","Rural","65+","Female","Tertiary",1,0,40569,"Prov5_Rural","Prov5_Rural_10",110.289452423252
2953,"Prov2","Dist4","Rural","65+","Male","Primary",0,0,27968,"Prov2_Rural","Prov2_Rural_14",104.857453934119
2954,"Prov2","Dist2","Rural","25-44","Female","Secondary",1,0,68139,"Prov2_Rural","Prov2_Rural_1",104.857453934119
2955,"Prov1","Dist14","Rural","65+","Male","Primary",0,0,111863,"Prov1_Rural","Prov1_Rural_17",139.103490345743
2956,"Prov1","Dist1","Rural","45-64","Male","Tertiary",0,0,28351,"Prov1_Rural","Prov1_Rural_10",139.103490345743
2957,"Prov5","Dist13","Rural","45-64","Male","Secondary",0,0,33491,"Prov5_Rural","Prov5_Rural_1",110.289452423252
2958,"Prov1","Dist24","Rural","45-64","Male","Secondary",1,0,51146,"Prov1_Rural","Prov1_Rural_8",139.103490345743
2959,"Prov6","Dist5","Urban","25-44","Male","Secondary",0,0,49286,"Prov6_Urban","Prov6_Urban_15",106.840376940182
2960,"Prov4","Dist18","Urban","25-44","Female","Primary",1,1,108024,"Prov4_Urban","Prov4_Urban_2",125.766945545763
2961,"Prov7","Dist11","Rural","15-24","Female","Secondary",0,0,33209,"Prov7_Rural","Prov7_Rural_1",94.777534377427
2962,"Prov1","Dist17","Rural","25-44","Male","Tertiary",0,0,98849,"Prov1_Rural","Prov1_Rural_14",139.103490345743
2963,"Prov3","Dist20","Urban","15-24","Male","None",0,0,52043,"Prov3_Urban","Prov3_Urban_14",95.0637042351494
2964,"Prov4","Dist27","Rural","65+","Female","Secondary",0,0,36120,"Prov4_Rural","Prov4_Rural_9",95.2025594827289
