"respondent_id","age","urban_rural","education","mode","satisfaction","income_reported","responded","mode_weight"
1894,67,"Rural","Low","Face-to-face",7.9,48288,1,1.30944625407166
1895,51,"Urban","Medium","Phone",8.5,67366,1,1.79284369114878
1896,50,"Urban","Low","Phone",7.6,58135,0,1.79284369114878
1897,35,"Rural","Medium","Phone",6.9,26450,0,1.79284369114878
1898,55,"Urban","Medium","Web",7.1,73210,1,2.92361111111111
1899,64,"Rural","Medium","Face-to-face",7.2,38118,1,1.30944625407166
1900,26,"Rural","Medium","Face-to-face",7.5,23414,1,1.30944625407166
1901,22,"Rural","Medium","Web",6.3,23314,0,2.92361111111111
1902,32,"Rural","Medium","Web",6.6,53230,0,2.92361111111111
1903,56,"Rural","Medium","Phone",5.3,62080,1,1.79284369114878
1904,51,"Rural","Medium","Face-to-face",9.3,33500,1,1.30944625407166
1905,30,"Rural","Medium","Face-to-face",8.4,27272,1,1.30944625407166
1906,27,"Rural","Low","Face-to-face",9.2,64334,0,1.30944625407166
1907,30,"Rural","Low","Face-to-face",8.8,82912,1,1.30944625407166
1908,38,"Rural","Medium","Web",7.1,45989,0,2.92361111111111
1909,70,"Urban","Low","Phone",7.7,45579,1,1.79284369114878
1910,19,"Rural","Medium","Face-to-face",10.3,30485,0,1.30944625407166
1911,66,"Urban","Medium","Phone",5.4,17009,1,1.79284369114878
1912,75,"Rural","Medium","Face-to-face",9.2,31291,1,1.30944625407166
1913,49,"Rural","Low","Phone",8.5,43431,1,1.79284369114878
1914,50,"Urban","High","Web",6.5,34444,1,2.92361111111111
1915,71,"Rural","High","Phone",7.7,53102,0,1.79284369114878
1916,80,"Rural","Medium","Face-to-face",7.5,28354,0,1.30944625407166
1917,80,"Rural","Medium","Face-to-face",8.1,12498,1,1.30944625407166
1918,73,"Rural","Low","Face-to-face",6.6,47962,1,1.30944625407166
1919,34,"Urban","Medium","Phone",6,44865,0,1.79284369114878
1920,37,"Rural","Medium","Face-to-face",6.5,31907,1,1.30944625407166
1921,61,"Urban","Low","Phone",5.8,46526,1,1.79284369114878
1922,54,"Urban","Medium","Face-to-face",9.3,44216,1,1.30944625407166
1923,80,"Urban","Low","Face-to-face",8.9,50326,1,1.30944625407166
1924,80,"Rural","Medium","Face-to-face",6.4,17335,1,1.30944625407166
1925,34,"Urban","High","Web",5.4,75352,0,2.92361111111111
1926,69,"Rural","High","Face-to-face",7.5,36312,0,1.30944625407166
1927,71,"Rural","Medium","Face-to-face",7.1,22061,1,1.30944625407166
1928,24,"Urban","Medium","Face-to-face",6,21845,1,1.30944625407166
1929,39,"Rural","High","Web",5.4,21586,0,2.92361111111111
1930,37,"Urban","Low","Web",6.1,51601,0,2.92361111111111
1931,36,"Urban","High","Web",7.2,29469,1,2.92361111111111
1932,64,"Urban","High","Phone",6.9,42373,0,1.79284369114878
1933,74,"Urban","Low","Web",6.3,63645,1,2.92361111111111
1934,28,"Rural","Medium","Web",7.5,23291,1,2.92361111111111
1935,21,"Urban","High","Web",7,102057,0,2.92361111111111
1936,25,"Rural","Medium","Face-to-face",7.9,49371,1,1.30944625407166
1937,74,"Rural","High","Face-to-face",7.8,16866,0,1.30944625407166
1938,50,"Urban","Medium","Phone",8.2,42443,1,1.79284369114878
1939,52,"Urban","Low","Face-to-face",7.5,28102,1,1.30944625407166
1940,38,"Urban","Medium","Web",6.3,44849,1,2.92361111111111
1941,68,"Rural","Medium","Face-to-face",7.9,28958,1,1.30944625407166
1942,55,"Rural","Low","Web",5.8,86172,0,2.92361111111111
1943,26,"Rural","Medium","Phone",6.9,37701,1,1.79284369114878
1944,32,"Rural","Medium","Phone",7.3,49509,0,1.79284369114878
1945,65,"Urban","Low","Phone",7.9,10815,0,1.79284369114878
1946,37,"Rural","Medium","Web",5.7,34254,0,2.92361111111111
1947,33,"Rural","Medium","Web",7,93288,0,2.92361111111111
1948,35,"Urban","Medium","Phone",5.4,47102,0,1.79284369114878
1949,37,"Rural","High","Web",6.5,41527,1,2.92361111111111
1950,21,"Rural","Low","Web",7.3,81475,0,2.92361111111111
1951,35,"Urban","Medium","Phone",7,28996,0,1.79284369114878
1952,65,"Rural","Low","Face-to-face",7.6,51015,0,1.30944625407166
1953,55,"Rural","Medium","Face-to-face",9.5,18481,1,1.30944625407166
1954,41,"Rural","High","Web",6.3,12797,0,2.92361111111111
1955,23,"Rural","Medium","Face-to-face",7.1,52861,0,1.30944625407166
1956,74,"Urban","Medium","Web",5.6,51425,1,2.92361111111111
1957,25,"Rural","Low","Face-to-face",8.1,41723,1,1.30944625407166
1958,48,"Urban","High","Web",6.5,25797,1,2.92361111111111
1959,56,"Urban","Low","Web",4.9,61126,0,2.92361111111111
1960,45,"Rural","Medium","Web",6.7,110295,0,2.92361111111111
1961,30,"Rural","Medium","Phone",5.4,18067,0,1.79284369114878
1962,54,"Urban","Medium","Phone",7.5,26568,1,1.79284369114878
1963,66,"Urban","Low","Face-to-face",8.9,46687,0,1.30944625407166
1964,65,"Urban","Medium","Web",7.7,46432,0,2.92361111111111
1965,22,"Rural","Medium","Face-to-face",8.1,120507,1,1.30944625407166
1966,67,"Urban","Medium","Web",6.5,65982,0,2.92361111111111
1967,25,"Urban","High","Web",5.1,20349,0,2.92361111111111
1968,58,"Urban","Medium","Web",7,17678,0,2.92361111111111
1969,77,"Urban","High","Phone",5.6,27226,1,1.79284369114878
1970,62,"Urban","Medium","Phone",6.2,30691,1,1.79284369114878
1971,33,"Rural","Medium","Face-to-face",8.6,33084,1,1.30944625407166
1972,73,"Rural","Medium","Face-to-face",6.9,71301,0,1.30944625407166
1973,71,"Urban","Low","Face-to-face",7.7,22994,1,1.30944625407166
1974,44,"Urban","Low","Phone",5.1,84053,1,1.79284369114878
1975,30,"Urban","Low","Phone",5.4,40435,0,1.79284369114878
1976,75,"Rural","High","Phone",8,67877,1,1.79284369114878
1977,46,"Rural","Medium","Face-to-face",7.3,70160,0,1.30944625407166
1978,49,"Rural","Medium","Phone",5.8,55834,1,1.79284369114878
1979,30,"Urban","Low","Web",5.2,28820,0,2.92361111111111
1980,64,"Urban","Medium","Web",6.5,49178,0,2.92361111111111
1981,75,"Urban","Medium","Face-to-face",9.2,74257,1,1.30944625407166
1982,54,"Rural","Medium","Web",7.6,98235,0,2.92361111111111
1983,23,"Rural","Medium","Face-to-face",9.4,15974,1,1.30944625407166
1984,71,"Rural","Low","Face-to-face",10.1,17622,1,1.30944625407166
1985,68,"Urban","Low","Face-to-face",8.1,26444,1,1.30944625407166
1986,80,"Urban","Medium","Face-to-face",9.8,16504,1,1.30944625407166
1987,50,"Rural","Medium","Face-to-face",7.2,28528,1,1.30944625407166
1988,18,"Urban","Medium","Web",5.2,23850,0,2.92361111111111
1989,70,"Rural","Medium","Face-to-face",7.7,17009,1,1.30944625407166
1990,49,"Rural","Medium","Web",6.3,22898,0,2.92361111111111
1991,76,"Rural","High","Face-to-face",9.7,127707,1,1.30944625407166
1992,61,"Rural","High","Phone",8,45588,0,1.79284369114878
1993,42,"Urban","Low","Phone",6.8,91209,0,1.79284369114878
1994,26,"Urban","Medium","Phone",6.6,25025,0,1.79284369114878
1995,24,"Rural","Medium","Face-to-face",9.7,27652,0,1.30944625407166
1996,75,"Urban","Medium","Phone",7.1,27922,0,1.79284369114878
1997,52,"Rural","Medium","Phone",6.4,19222,0,1.79284369114878
1998,43,"Urban","Low","Face-to-face",7.1,20147,1,1.30944625407166
1999,25,"Urban","Medium","Web",4.5,53264,0,2.92361111111111
2000,46,"Rural","Low","Web",6.4,59125,1,2.92361111111111
2001,49,"Rural","Medium","Face-to-face",8.3,94242,0,1.30944625407166
2002,39,"Rural","Low","Phone",8.1,72846,1,1.79284369114878
2003,74,"Rural","Medium","Face-to-face",8.6,32088,1,1.30944625407166
2004,53,"Urban","Low","Web",6.9,78899,1,2.92361111111111
2005,69,"Urban","Low","Phone",7.3,37445,0,1.79284369114878
2006,30,"Urban","High","Web",5.5,31376,0,2.92361111111111
2007,59,"Rural","Low","Phone",7.5,37686,1,1.79284369114878
2008,25,"Rural","Medium","Face-to-face",8.7,71556,0,1.30944625407166
2009,74,"Urban","Medium","Face-to-face",7.2,30678,1,1.30944625407166
2010,33,"Rural","Low","Face-to-face",6.7,30379,1,1.30944625407166
2011,58,"Rural","Medium","Face-to-face",9.5,94060,1,1.30944625407166
2012,38,"Rural","Low","Face-to-face",6.3,24014,1,1.30944625407166
2013,37,"Urban","Medium","Face-to-face",9.3,50029,1,1.30944625407166
2014,74,"Urban","Low","Face-to-face",7.7,19886,0,1.30944625407166
2015,73,"Urban","Medium","Web",6.7,77480,0,2.92361111111111
2016,40,"Urban","High","Phone",7.2,20308,0,1.79284369114878
2017,20,"Rural","Low","Face-to-face",7.2,27059,1,1.30944625407166
2018,56,"Rural","High","Face-to-face",6.5,128352,1,1.30944625407166
2019,23,"Rural","High","Web",6.8,31343,0,2.92361111111111
2020,40,"Urban","Medium","Face-to-face",8.8,143819,1,1.30944625407166
2021,61,"Rural","Medium","Face-to-face",8.1,46782,0,1.30944625407166
2022,51,"Urban","Low","Phone",6.2,54512,1,1.79284369114878
2023,30,"Rural","High","Web",5.2,54074,0,2.92361111111111
2024,67,"Rural","Medium","Face-to-face",7.4,27308,1,1.30944625407166
2025,74,"Urban","Medium","Face-to-face",8.1,20707,0,1.30944625407166
2026,55,"Rural","Medium","Phone",6.7,37937,0,1.79284369114878
2027,44,"Rural","Medium","Phone",7.1,47802,1,1.79284369114878
2028,35,"Urban","Low","Phone",5.5,32973,0,1.79284369114878
2029,18,"Urban","Medium","Phone",6.9,39156,1,1.79284369114878
2030,78,"Rural","Low","Face-to-face",8.3,26880,1,1.30944625407166
2031,69,"Urban","Medium","Phone",6.9,17213,0,1.79284369114878
2032,41,"Rural","Low","Web",6.4,40577,0,2.92361111111111
2033,38,"Rural","Medium","Face-to-face",7.7,21596,1,1.30944625407166
2034,28,"Urban","High","Web",6.2,23099,1,2.92361111111111
2035,49,"Rural","Low","Phone",6.7,69202,1,1.79284369114878
2036,74,"Rural","Low","Face-to-face",7.5,45218,0,1.30944625407166
2037,32,"Rural","High","Phone",7.4,40309,0,1.79284369114878
2038,26,"Urban","High","Phone",9.3,23183,1,1.79284369114878
2039,66,"Rural","Low","Face-to-face",7.7,46369,1,1.30944625407166
2040,35,"Rural","High","Face-to-face",10.5,56382,1,1.30944625407166
2041,33,"Rural","Low","Phone",6.9,46240,0,1.79284369114878
2042,72,"Urban","Low","Face-to-face",8.8,54409,0,1.30944625407166
2043,57,"Urban","Medium","Web",6.5,28316,0,2.92361111111111
2044,56,"Rural","Medium","Face-to-face",8.2,74563,1,1.30944625407166
2045,27,"Rural","Low","Face-to-face",8.8,110578,1,1.30944625407166
2046,18,"Rural","Low","Face-to-face",8.5,41416,1,1.30944625407166
2047,36,"Urban","Low","Phone",8.6,60279,1,1.79284369114878
2048,75,"Rural","Medium","Face-to-face",6.3,52499,0,1.30944625407166
2049,56,"Rural","Medium","Face-to-face",8.4,51871,1,1.30944625407166
2050,23,"Urban","Low","Phone",8.1,100800,1,1.79284369114878
2051,50,"Rural","Medium","Phone",7.5,29983,1,1.79284369114878
2052,54,"Urban","Medium","Phone",7.2,70276,0,1.79284369114878
2053,54,"Urban","Medium","Phone",7.2,34427,0,1.79284369114878
2054,26,"Urban","High","Phone",6.8,104513,1,1.79284369114878
2055,22,"Urban","Medium","Face-to-face",7.9,25457,0,1.30944625407166
2056,69,"Rural","Medium","Face-to-face",10,55464,1,1.30944625407166
2057,73,"Urban","Low","Face-to-face",7.4,16206,1,1.30944625407166
2058,37,"Rural","High","Face-to-face",8,32296,1,1.30944625407166
2059,21,"Urban","Medium","Phone",7.4,17913,0,1.79284369114878
2060,48,"Urban","Low","Web",6.6,30080,1,2.92361111111111
2061,38,"Rural","High","Phone",7.3,41565,1,1.79284369114878
2062,59,"Rural","Medium","Face-to-face",10,23390,0,1.30944625407166
2063,20,"Rural","High","Web",8,12858,0,2.92361111111111
2064,42,"Urban","High","Web",6.7,141094,1,2.92361111111111
2065,66,"Rural","Medium","Face-to-face",9.5,40923,1,1.30944625407166
2066,70,"Urban","High","Phone",8.7,60111,1,1.79284369114878
2067,31,"Urban","Medium","Phone",7.2,20279,0,1.79284369114878
2068,47,"Rural","Medium","Phone",5.2,29252,0,1.79284369114878
2069,71,"Rural","Low","Face-to-face",8.1,49403,1,1.30944625407166
2070,53,"Rural","Medium","Face-to-face",7.3,36540,1,1.30944625407166
2071,44,"Urban","Medium","Web",5.4,79117,0,2.92361111111111
2072,43,"Rural","High","Phone",8,55263,0,1.79284369114878
2073,30,"Rural","High","Face-to-face",7.6,60393,1,1.30944625407166
2074,24,"Rural","Low","Face-to-face",9.8,58769,1,1.30944625407166
2075,64,"Urban","Medium","Web",6,51913,0,2.92361111111111
2076,21,"Rural","High","Face-to-face",8.7,36537,1,1.30944625407166
2077,18,"Urban","High","Phone",8.1,33769,1,1.79284369114878
2078,45,"Rural","Low","Face-to-face",7.5,25855,1,1.30944625407166
2079,54,"Rural","Medium","Face-to-face",7,20485,0,1.30944625407166
2080,45,"Urban","Low","Web",5.3,66225,0,2.92361111111111
2081,26,"Rural","High","Phone",8.1,41901,1,1.79284369114878
2082,23,"Rural","Medium","Face-to-face",7.7,115970,1,1.30944625407166
2083,39,"Rural","Medium","Phone",6.1,36089,1,1.79284369114878
2084,47,"Rural","Medium","Web",7.7,36500,0,2.92361111111111
2085,31,"Rural","High","Web",6.8,22797,0,2.92361111111111
2086,67,"Urban","Medium","Phone",6.5,30872,1,1.79284369114878
2087,60,"Rural","Low","Phone",5.9,33540,0,1.79284369114878
2088,41,"Rural","Low","Face-to-face",9.1,10810,1,1.30944625407166
2089,79,"Rural","High","Face-to-face",6.2,61993,1,1.30944625407166
2090,36,"Urban","Medium","Phone",7.5,18988,1,1.79284369114878
2091,25,"Rural","Low","Face-to-face",7.9,62080,1,1.30944625407166
2092,62,"Urban","Low","Phone",6.5,32555,0,1.79284369114878
2093,50,"Urban","Medium","Web",7.5,40274,1,2.92361111111111
2094,67,"Rural","Medium","Face-to-face",8.4,49828,1,1.30944625407166
2095,29,"Urban","Medium","Face-to-face",8.7,78378,0,1.30944625407166
2096,61,"Urban","Low","Face-to-face",6.7,23037,0,1.30944625407166
2097,66,"Urban","Medium","Face-to-face",7.9,95502,0,1.30944625407166
2098,75,"Urban","High","Web",6.6,31591,0,2.92361111111111
2099,78,"Urban","High","Phone",6.6,36111,0,1.79284369114878
2100,45,"Urban","Medium","Web",7.1,51219,0,2.92361111111111
2101,51,"Rural","Low","Phone",9.4,48592,0,1.79284369114878
2102,31,"Urban","Medium","Web",4.6,62511,0,2.92361111111111
2103,75,"Rural","High","Face-to-face",8.3,58601,0,1.30944625407166
2104,26,"Urban","High","Web",6.1,62084,0,2.92361111111111
2105,42,"Rural","Medium","Face-to-face",6.4,65259,1,1.30944625407166
2106,71,"Rural","Low","Face-to-face",7.2,51659,0,1.30944625407166
2107,68,"Rural","Medium","Face-to-face",8.6,43199,1,1.30944625407166
2108,18,"Rural","Medium","Face-to-face",8.1,113017,1,1.30944625407166
2109,18,"Rural","Low","Face-to-face",8.5,42490,1,1.30944625407166
2110,69,"Urban","Low","Phone",8.8,56569,0,1.79284369114878
2111,60,"Rural","Medium","Face-to-face",7.9,36623,1,1.30944625407166
2112,51,"Rural","Medium","Face-to-face",8.1,46566,0,1.30944625407166
2113,28,"Urban","Medium","Web",5.5,33373,0,2.92361111111111
2114,25,"Rural","Low","Face-to-face",7.4,22769,1,1.30944625407166
2115,63,"Urban","High","Face-to-face",8,71060,1,1.30944625407166
2116,62,"Rural","Medium","Face-to-face",8.1,108134,1,1.30944625407166
2117,56,"Rural","Medium","Web",7.5,113386,1,2.92361111111111
2118,23,"Rural","High","Face-to-face",9.7,21764,1,1.30944625407166
2119,20,"Urban","High","Web",5.5,106964,1,2.92361111111111
2120,39,"Rural","Medium","Phone",8.1,38028,1,1.79284369114878
2121,78,"Rural","Low","Face-to-face",7,23009,0,1.30944625407166
2122,75,"Urban","Medium","Face-to-face",7.2,55062,1,1.30944625407166
2123,80,"Urban","Medium","Web",6.5,24248,0,2.92361111111111
2124,60,"Urban","High","Web",6,56422,0,2.92361111111111
2125,28,"Urban","High","Phone",6.6,100652,0,1.79284369114878
2126,65,"Urban","Medium","Phone",7.4,17521,0,1.79284369114878
2127,77,"Urban","Medium","Face-to-face",6.4,18856,0,1.30944625407166
2128,22,"Urban","Medium","Web",5.7,55925,0,2.92361111111111
2129,34,"Urban","Medium","Phone",6.8,35188,0,1.79284369114878
2130,45,"Rural","Medium","Face-to-face",7.3,56396,1,1.30944625407166
2131,48,"Urban","High","Web",7.3,102041,0,2.92361111111111
2132,64,"Urban","High","Web",5.2,32876,0,2.92361111111111
2133,67,"Rural","Low","Face-to-face",9.4,12756,1,1.30944625407166
2134,62,"Rural","High","Face-to-face",6.3,67095,1,1.30944625407166
2135,71,"Rural","Medium","Face-to-face",8.9,34479,1,1.30944625407166
2136,57,"Urban","Low","Phone",7.7,81611,0,1.79284369114878
2137,36,"Urban","Medium","Web",6.5,43793,0,2.92361111111111
2138,25,"Urban","Low","Phone",6.2,54616,1,1.79284369114878
2139,73,"Urban","Low","Phone",5.5,39745,1,1.79284369114878
2140,38,"Urban","Medium","Phone",7.4,28491,1,1.79284369114878
2141,49,"Urban","High","Web",7.4,46229,0,2.92361111111111
2142,53,"Urban","Medium","Web",6.3,33748,0,2.92361111111111
2143,44,"Rural","Medium","Phone",6.7,33608,1,1.79284369114878
2144,31,"Rural","Medium","Face-to-face",6.9,34028,1,1.30944625407166
2145,70,"Rural","Medium","Face-to-face",6.8,112217,1,1.30944625407166
2146,57,"Rural","Medium","Phone",7,32747,1,1.79284369114878
2147,55,"Urban","Medium","Web",6.6,49642,1,2.92361111111111
2148,55,"Rural","Medium","Face-to-face",7.6,62761,1,1.30944625407166
2149,37,"Urban","Low","Phone",5.4,57168,0,1.79284369114878
2150,61,"Rural","High","Phone",7.1,76872,0,1.79284369114878
2151,46,"Urban","High","Web",5.8,39970,0,2.92361111111111
2152,30,"Rural","Low","Phone",7.8,64534,0,1.79284369114878
2153,70,"Rural","Medium","Face-to-face",7.8,14495,1,1.30944625407166
2154,62,"Urban","Medium","Face-to-face",9.1,19246,1,1.30944625407166
2155,44,"Rural","Low","Web",5.3,42901,1,2.92361111111111
2156,31,"Urban","Medium","Web",7.2,51945,0,2.92361111111111
2157,69,"Rural","High","Face-to-face",6.8,64528,1,1.30944625407166
2158,64,"Rural","Medium","Phone",6.3,58408,0,1.79284369114878
2159,40,"Rural","Low","Face-to-face",6.8,97985,0,1.30944625407166
2160,37,"Urban","High","Web",6.6,60154,0,2.92361111111111
2161,78,"Urban","High","Web",6.5,29729,0,2.92361111111111
2162,54,"Urban","Medium","Web",6.1,55163,1,2.92361111111111
2163,52,"Rural","Medium","Phone",7.8,83132,0,1.79284369114878
2164,77,"Urban","High","Face-to-face",8.8,55827,1,1.30944625407166
2165,65,"Urban","Low","Face-to-face",7.2,25653,1,1.30944625407166
2166,71,"Urban","High","Web",6.6,30694,1,2.92361111111111
2167,50,"Rural","Medium","Face-to-face",6.8,21153,0,1.30944625407166
2168,79,"Rural","Low","Face-to-face",8.3,54476,0,1.30944625407166
2169,37,"Rural","Low","Phone",7,62692,1,1.79284369114878
2170,28,"Rural","Medium","Face-to-face",7.6,11402,1,1.30944625407166
2171,67,"Urban","Low","Face-to-face",9.6,19743,0,1.30944625407166
2172,72,"Urban","Low","Face-to-face",8.7,58146,1,1.30944625407166
2173,19,"Rural","Medium","Phone",6.8,43974,0,1.79284369114878
2174,68,"Urban","Low","Phone",8.1,55948,1,1.79284369114878
2175,63,"Rural","Low","Face-to-face",8,34266,1,1.30944625407166
2176,79,"Urban","High","Web",8,44073,1,2.92361111111111
2177,51,"Rural","High","Phone",8.5,10150,1,1.79284369114878
2178,73,"Urban","Medium","Phone",8.1,29191,0,1.79284369114878
2179,31,"Urban","Medium","Phone",6.1,26145,1,1.79284369114878
2180,59,"Urban","High","Web",7.5,19920,1,2.92361111111111
2181,55,"Urban","Medium","Web",6.8,38753,0,2.92361111111111
2182,34,"Urban","Medium","Phone",6.1,47014,1,1.79284369114878
2183,35,"Urban","Medium","Web",5.6,57638,1,2.92361111111111
2184,27,"Rural","Medium","Face-to-face",7.8,24830,0,1.30944625407166
2185,27,"Urban","Low","Web",6.5,38376,0,2.92361111111111
2186,26,"Urban","Medium","Web",7.7,47360,0,2.92361111111111
2187,73,"Rural","Medium","Face-to-face",8.7,28842,1,1.30944625407166
2188,45,"Rural","Low","Face-to-face",9.6,39268,1,1.30944625407166
2189,40,"Urban","Low","Web",5,32494,0,2.92361111111111
2190,61,"Rural","High","Face-to-face",6.8,54080,1,1.30944625407166
2191,77,"Rural","High","Web",6.7,51536,1,2.92361111111111
2192,36,"Urban","High","Web",6.9,121603,0,2.92361111111111
2193,29,"Rural","Low","Phone",6,52785,1,1.79284369114878
2194,76,"Urban","Medium","Face-to-face",7.5,25988,1,1.30944625407166
2195,36,"Rural","Medium","Web",6.5,16669,1,2.92361111111111
2196,48,"Rural","Low","Web",6.6,60433,0,2.92361111111111
2197,67,"Urban","Medium","Face-to-face",7.4,61930,1,1.30944625407166
2198,47,"Urban","Low","Web",6.5,38331,0,2.92361111111111
2199,49,"Rural","Medium","Face-to-face",8.8,29477,1,1.30944625407166
2200,26,"Urban","Low","Phone",4.6,29106,0,1.79284369114878
2201,55,"Rural","Medium","Web",7.5,45608,0,2.92361111111111
2202,62,"Urban","Medium","Face-to-face",8.7,30740,0,1.30944625407166
2203,64,"Rural","Medium","Face-to-face",8,14381,1,1.30944625407166
2204,44,"Urban","High","Phone",4.6,44133,1,1.79284369114878
2205,70,"Urban","High","Web",6.3,49173,0,2.92361111111111
2206,64,"Rural","Medium","Face-to-face",7.5,52905,0,1.30944625407166
2207,31,"Rural","Low","Face-to-face",7.3,80199,0,1.30944625407166
2208,19,"Urban","Medium","Face-to-face",6,44886,1,1.30944625407166
2209,62,"Rural","Medium","Phone",8.3,21410,1,1.79284369114878
2210,54,"Rural","Low","Web",6.4,38456,0,2.92361111111111
