"id","province","area","psu_id","income","household_size","has_electricity","employment_status","education_years","dwelling_type","water_access","internet_access","health_insurance","chronic_illness","known_pop_province","known_pop_area","stratum","psu_size"
5479,"KZN","Urban",194,27664,3,0,"Employed",16,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",50
5480,"Gauteng","Urban",61,311706,4,1,"Employed",8,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",53
5481,"KZN","Urban",43,12704,4,1,"Unemployed",20,"Formal","Well",0,1,0,11500000,24500000,"KZN_Urban",55
5482,"Limpopo","Rural",104,116928.9,4,1,"Not in Labor Force",11,"Formal","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",53
5483,"Limpopo","Urban",138,225471.4,1,0,"Not in Labor Force",10,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",46
5484,"Limpopo","Urban",142,24995.6,5,1,"Employed",11,"Formal","Public_Tap",0,0,0,5800000,24500000,"Limpopo_Urban",49
5485,"Gauteng","Urban",188,5823,6,0,"Unemployed",6,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",49
5486,"Limpopo","Urban",108,88060,4,1,"Employed",6,"Formal","Public_Tap",1,1,0,5800000,24500000,"Limpopo_Urban",48
5487,"Limpopo","Urban",93,19069.4,8,1,"Employed",10,"Informal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",55
5488,"Gauteng","Rural",97,106687.2,4,1,"Employed",11,"Formal","Piped",0,1,1,15800000,13300000,"Gauteng_Rural",52
5489,"Limpopo","Rural",130,68514.3,3,1,"Not in Labor Force",8,"Informal","Well",0,1,0,5800000,13300000,"Limpopo_Rural",67
5490,"KZN","Rural",52,19246,2,1,"Not in Labor Force",6,"Formal","Public_Tap",1,1,1,11500000,13300000,"KZN_Rural",73
5491,"Western Cape","Urban",3,25112.4,5,1,"Unemployed",11,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",54
5492,"KZN","Rural",60,15260,7,1,"Not in Labor Force",11,"Formal","Public_Tap",0,1,0,11500000,13300000,"KZN_Rural",33
5493,"Western Cape","Rural",130,7329.3,6,1,"Employed",9,"Formal","Piped",0,0,0,4700000,13300000,"Western Cape_Rural",67
5494,"KZN","Urban",105,27894.4,3,0,"Employed",9,"Formal","Other",1,0,0,11500000,24500000,"KZN_Urban",60
5495,"Gauteng","Rural",142,10876.8,2,1,"Not in Labor Force",16,"Formal","Public_Tap",0,0,1,15800000,13300000,"Gauteng_Rural",49
5496,"KZN","Urban",26,49244.8,5,0,"Unemployed",8,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",43
5497,"Limpopo","Urban",59,3742.2,7,1,"Not in Labor Force",13,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",41
5498,"Western Cape","Urban",150,7762.2,3,1,"Employed",16,"Formal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",53
5499,"Western Cape","Urban",84,36145.4,4,1,"Employed",10,"Traditional","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",57
5500,"Gauteng","Urban",174,30358.8,6,1,"Not in Labor Force",3,"Traditional","Well",0,1,1,15800000,24500000,"Gauteng_Urban",40
5501,"Gauteng","Urban",113,380289.6,6,1,"Employed",4,"Informal","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",50
5502,"Limpopo","Urban",43,80686.2,10,0,"Unemployed",12,"Traditional","Piped",1,1,0,5800000,24500000,"Limpopo_Urban",55
5503,"Gauteng","Rural",37,26053.2,5,1,"Employed",8,"Formal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",53
5504,"KZN","Urban",101,4884.8,3,1,"Not in Labor Force",15,"Traditional","Well",0,1,1,11500000,24500000,"KZN_Urban",47
5505,"KZN","Urban",23,253998.4,4,1,"Employed",10,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",52
5506,"Gauteng","Urban",88,108327.6,5,1,"Not in Labor Force",10,"Formal","Piped",0,1,1,15800000,24500000,"Gauteng_Urban",47
5507,"KZN","Urban",44,23705.6,5,1,"Not in Labor Force",10,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",43
5508,"Gauteng","Rural",72,14412,4,1,"Employed",8,"Formal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",27
5509,"Gauteng","Urban",139,105091.2,5,0,"Not in Labor Force",7,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",52
5510,"KZN","Rural",179,62186,3,1,"Not in Labor Force",7,"Formal","Well",1,0,1,11500000,13300000,"KZN_Rural",62
5511,"KZN","Rural",75,65255,3,1,"Employed",8,"Informal","Public_Tap",1,1,0,11500000,13300000,"KZN_Rural",50
5512,"Western Cape","Rural",122,21418.1,4,1,"Employed",9,"Formal","Public_Tap",0,1,0,4700000,13300000,"Western Cape_Rural",54
5513,"Gauteng","Urban",86,101406.6,10,1,"Employed",6,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",39
5514,"Limpopo","Urban",127,135531.2,3,1,"Not in Labor Force",11,"Formal","Piped",1,1,0,5800000,24500000,"Limpopo_Urban",49
5515,"Limpopo","Urban",141,15211,6,1,"Employed",7,"Formal","Well",1,1,1,5800000,24500000,"Limpopo_Urban",51
5516,"Limpopo","Rural",148,10866.6,5,1,"Not in Labor Force",12,"Formal","Piped",0,1,0,5800000,13300000,"Limpopo_Rural",59
5517,"Gauteng","Urban",15,42442.2,6,0,"Employed",15,"Formal","Other",1,1,0,15800000,24500000,"Gauteng_Urban",42
5518,"KZN","Rural",137,2651,8,1,"Employed",10,"Formal","Public_Tap",1,0,1,11500000,13300000,"KZN_Rural",61
5519,"Limpopo","Urban",148,61782,5,1,"Employed",10,"Informal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",59
5520,"KZN","Urban",114,64524.8,3,1,"Employed",8,"Formal","Piped",1,0,1,11500000,24500000,"KZN_Urban",62
5521,"Western Cape","Urban",172,85824.5,3,1,"Not in Labor Force",9,"Informal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",60
5522,"Western Cape","Urban",53,73268.3,2,1,"Not in Labor Force",4,"Formal","Public_Tap",0,0,0,4700000,24500000,"Western Cape_Urban",50
5523,"KZN","Rural",32,10281,2,0,"Employed",13,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",53
5524,"KZN","Rural",94,3706,4,1,"Employed",12,"Formal","Public_Tap",0,1,0,11500000,13300000,"KZN_Rural",52
5525,"Limpopo","Urban",87,15656.2,5,1,"Not in Labor Force",13,"Formal","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",47
5526,"KZN","Rural",113,25423,3,1,"Unemployed",9,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",50
5527,"Limpopo","Rural",67,2239.2,4,1,"Unemployed",9,"Formal","Well",1,1,0,5800000,13300000,"Limpopo_Rural",40
5528,"Gauteng","Urban",128,33046.2,9,1,"Not in Labor Force",12,"Informal","Piped",1,1,1,15800000,24500000,"Gauteng_Urban",40
5529,"KZN","Urban",87,252556.8,6,1,"Employed",6,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",47
5530,"Gauteng","Urban",84,15861.6,5,0,"Unemployed",6,"Formal","Well",0,0,0,15800000,24500000,"Gauteng_Urban",57
5531,"Gauteng","Rural",102,88424.4,7,0,"Not in Labor Force",9,"Formal","Piped",1,1,1,15800000,13300000,"Gauteng_Rural",43
5532,"Western Cape","Urban",3,39110.2,7,0,"Not in Labor Force",7,"Formal","Well",0,1,1,4700000,24500000,"Western Cape_Urban",54
5533,"Western Cape","Urban",45,32320.4,4,0,"Employed",7,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",54
5534,"KZN","Urban",48,10782.4,5,1,"Unemployed",18,"Formal","Well",0,0,0,11500000,24500000,"KZN_Urban",60
5535,"KZN","Urban",184,6115.2,2,1,"Employed",13,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",47
5536,"Gauteng","Urban",51,18032.4,6,1,"Not in Labor Force",5,"Informal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",49
5537,"Limpopo","Urban",124,3257.8,5,1,"Employed",6,"Formal","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",55
5538,"Western Cape","Rural",76,25524.4,2,1,"Employed",11,"Traditional","Piped",0,1,1,4700000,13300000,"Western Cape_Rural",42
5539,"Limpopo","Urban",57,51683.8,5,1,"Employed",9,"Formal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",49
5540,"KZN","Urban",86,50008,8,1,"Employed",10,"Traditional","Well",1,1,0,11500000,24500000,"KZN_Urban",39
5541,"Gauteng","Rural",95,5126.4,8,1,"Not in Labor Force",11,"Formal","Well",1,1,0,15800000,13300000,"Gauteng_Rural",46
5542,"KZN","Urban",156,66968,8,1,"Unemployed",3,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",53
5543,"KZN","Urban",136,77296,7,1,"Not in Labor Force",11,"Informal","Well",1,0,0,11500000,24500000,"KZN_Urban",49
5544,"KZN","Urban",84,26913.6,10,1,"Not in Labor Force",16,"Traditional","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",57
5545,"KZN","Urban",156,21590.4,7,1,"Not in Labor Force",7,"Formal","Piped",0,0,1,11500000,24500000,"KZN_Urban",53
5546,"KZN","Urban",138,30584,4,1,"Not in Labor Force",12,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",46
5547,"Gauteng","Urban",57,66196.8,1,0,"Employed",8,"Formal","Piped",1,0,1,15800000,24500000,"Gauteng_Urban",49
5548,"Limpopo","Rural",133,40090.5,3,0,"Employed",16,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",49
5549,"KZN","Rural",147,47944,3,1,"Not in Labor Force",7,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",54
5550,"Gauteng","Urban",18,164530.8,1,1,"Unemployed",10,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",62
5551,"Gauteng","Urban",102,58523.4,3,0,"Employed",9,"Formal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",43
5552,"Western Cape","Urban",138,6891.8,3,1,"Not in Labor Force",10,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",46
5553,"KZN","Urban",135,37523.2,6,1,"Unemployed",12,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",30
5554,"Western Cape","Urban",62,71787.6,3,1,"Employed",10,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",51
5555,"Western Cape","Urban",175,26246.3,8,1,"Employed",9,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",35
5556,"KZN","Rural",85,4931,1,1,"Not in Labor Force",10,"Informal","Piped",1,1,1,11500000,13300000,"KZN_Rural",52
5557,"KZN","Rural",52,48370,3,1,"Unemployed",2,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",73
5558,"Gauteng","Urban",136,32095.8,5,0,"Employed",7,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",49
5559,"Gauteng","Urban",79,94631.4,5,1,"Not in Labor Force",4,"Formal","Well",1,1,1,15800000,24500000,"Gauteng_Urban",49
5560,"Gauteng","Urban",129,11178,4,1,"Employed",7,"Informal","Public_Tap",1,1,0,15800000,24500000,"Gauteng_Urban",55
5561,"KZN","Urban",177,19792,6,0,"Employed",15,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",53
5562,"KZN","Rural",58,33358,6,1,"Employed",12,"Formal","Piped",1,0,1,11500000,13300000,"KZN_Rural",45
5563,"KZN","Urban",116,16681.6,5,1,"Unemployed",9,"Informal","Piped",1,1,0,11500000,24500000,"KZN_Urban",50
5564,"KZN","Urban",195,31860.8,4,1,"Employed",6,"Informal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",51
5565,"Western Cape","Urban",35,94191.9,5,1,"Employed",10,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",43
5566,"Gauteng","Urban",114,7128,7,1,"Not in Labor Force",10,"Formal","Well",0,1,0,15800000,24500000,"Gauteng_Urban",62
5567,"Gauteng","Urban",90,133725.6,6,1,"Not in Labor Force",13,"Traditional","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",50
5568,"Gauteng","Rural",23,51686.4,5,1,"Not in Labor Force",10,"Formal","Public_Tap",0,0,0,15800000,13300000,"Gauteng_Rural",52
5569,"KZN","Rural",33,157510,5,0,"Employed",15,"Formal","Public_Tap",1,0,0,11500000,13300000,"KZN_Rural",46
5570,"KZN","Urban",31,68457.6,3,1,"Unemployed",15,"Formal","Public_Tap",1,0,1,11500000,24500000,"KZN_Urban",50
5571,"Gauteng","Urban",73,148710.6,9,0,"Not in Labor Force",8,"Traditional","Piped",0,0,1,15800000,24500000,"Gauteng_Urban",44
5572,"Western Cape","Urban",104,1995096.2,3,1,"Employed",8,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",53
5573,"Limpopo","Urban",167,97046.6,2,1,"Employed",14,"Formal","Well",0,1,0,5800000,24500000,"Limpopo_Urban",57
5574,"Limpopo","Rural",31,15360.3,5,1,"Employed",17,"Formal","Piped",1,1,1,5800000,13300000,"Limpopo_Rural",50
5575,"Limpopo","Urban",40,51325.4,9,0,"Not in Labor Force",13,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",52
5576,"Gauteng","Rural",196,6866.4,5,1,"Employed",9,"Formal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",47
5577,"Limpopo","Urban",158,10514,5,1,"Employed",7,"Formal","Public_Tap",0,1,0,5800000,24500000,"Limpopo_Urban",59
5578,"Gauteng","Urban",95,118913.4,5,0,"Unemployed",16,"Informal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",46
5579,"Western Cape","Urban",64,43856.6,3,1,"Not in Labor Force",4,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",64
5580,"KZN","Urban",61,2678.4,6,1,"Unemployed",8,"Informal","Well",0,0,0,11500000,24500000,"KZN_Urban",53
5581,"Gauteng","Rural",158,4010.4,4,1,"Employed",10,"Informal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",59
5582,"Gauteng","Rural",198,132187.2,1,0,"Unemployed",10,"Informal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",43
5583,"Gauteng","Urban",157,245269.8,2,0,"Unemployed",16,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",63
5584,"Limpopo","Rural",69,6970.5,3,0,"Not in Labor Force",12,"Informal","Public_Tap",1,1,0,5800000,13300000,"Limpopo_Rural",45
5585,"Gauteng","Urban",43,370060.2,4,1,"Not in Labor Force",7,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",55
5586,"Western Cape","Urban",54,4821.2,5,1,"Not in Labor Force",11,"Traditional","Other",1,0,0,4700000,24500000,"Western Cape_Urban",51
5587,"Western Cape","Rural",178,18101.6,2,0,"Not in Labor Force",6,"Informal","Well",0,1,0,4700000,13300000,"Western Cape_Rural",48
5588,"Gauteng","Urban",150,23772.6,5,1,"Unemployed",6,"Formal","Well",0,1,1,15800000,24500000,"Gauteng_Urban",53
5589,"Gauteng","Rural",172,148873.2,6,0,"Employed",9,"Informal","Other",0,0,1,15800000,13300000,"Gauteng_Rural",60
5590,"Gauteng","Rural",107,43816.8,9,0,"Not in Labor Force",7,"Formal","Public_Tap",0,0,0,15800000,13300000,"Gauteng_Rural",45
5591,"Limpopo","Urban",16,58913.4,4,1,"Employed",8,"Formal","Piped",0,0,1,5800000,24500000,"Limpopo_Urban",53
5592,"Limpopo","Rural",30,13559.4,4,1,"Not in Labor Force",9,"Formal","Well",0,1,0,5800000,13300000,"Limpopo_Rural",49
5593,"Gauteng","Urban",130,12200.4,5,0,"Not in Labor Force",4,"Formal","Well",0,0,0,15800000,24500000,"Gauteng_Urban",67
5594,"Gauteng","Rural",79,11864.4,2,0,"Employed",14,"Traditional","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",49
5595,"KZN","Rural",81,30166,4,1,"Not in Labor Force",12,"Traditional","Well",0,1,0,11500000,13300000,"KZN_Rural",52
5596,"Limpopo","Urban",152,8979.6,3,1,"Not in Labor Force",8,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",49
5597,"Limpopo","Rural",38,19292.4,5,0,"Unemployed",14,"Formal","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",56
5598,"Gauteng","Urban",72,158752.8,2,1,"Not in Labor Force",13,"Traditional","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",27
5599,"Gauteng","Urban",153,10191.6,4,1,"Employed",12,"Informal","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",48
5600,"Western Cape","Rural",14,32378.5,5,0,"Employed",14,"Formal","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",46
5601,"Gauteng","Urban",58,11088,4,1,"Not in Labor Force",13,"Formal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",45
5602,"KZN","Rural",53,164760,5,1,"Unemployed",10,"Formal","Well",0,1,0,11500000,13300000,"KZN_Rural",50
5603,"KZN","Urban",1,12084.8,4,0,"Employed",12,"Informal","Other",0,1,0,11500000,24500000,"KZN_Urban",41
5604,"Gauteng","Rural",3,44636.4,4,1,"Employed",15,"Formal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",54
5605,"Gauteng","Urban",105,45910.8,4,1,"Employed",9,"Informal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",60
5606,"Limpopo","Urban",9,2123.8,5,1,"Employed",7,"Formal","Public_Tap",1,1,0,5800000,24500000,"Limpopo_Urban",49
5607,"Limpopo","Urban",126,5818.4,5,1,"Not in Labor Force",12,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",52
5608,"KZN","Urban",40,2052.8,4,1,"Employed",7,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",52
5609,"Gauteng","Rural",32,15793.2,5,1,"Not in Labor Force",10,"Informal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",53
5610,"Western Cape","Urban",64,9870.2,3,1,"Employed",10,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",64
5611,"Gauteng","Urban",110,36421.2,7,1,"Employed",16,"Informal","Well",1,1,1,15800000,24500000,"Gauteng_Urban",60
5612,"KZN","Urban",147,110016,4,1,"Employed",10,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",54
5613,"Gauteng","Urban",199,1486.8,8,0,"Not in Labor Force",15,"Formal","Other",0,1,0,15800000,24500000,"Gauteng_Urban",51
5614,"KZN","Rural",152,108029,5,1,"Employed",11,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",49
5615,"KZN","Urban",164,44585.6,4,1,"Unemployed",14,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",45
5616,"KZN","Urban",89,6633.6,5,1,"Employed",9,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",68
5617,"Limpopo","Rural",47,13852.8,3,1,"Not in Labor Force",15,"Informal","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",50
5618,"KZN","Urban",152,3040,3,0,"Employed",4,"Traditional","Piped",1,1,0,11500000,24500000,"KZN_Urban",49
5619,"Western Cape","Urban",192,10710,7,1,"Not in Labor Force",11,"Formal","Well",0,1,0,4700000,24500000,"Western Cape_Urban",48
5620,"Gauteng","Urban",28,21947.4,5,1,"Not in Labor Force",13,"Traditional","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",52
5621,"Limpopo","Rural",172,48193.2,7,0,"Employed",6,"Informal","Public_Tap",0,1,0,5800000,13300000,"Limpopo_Rural",60
5622,"Limpopo","Rural",172,6830.1,2,1,"Not in Labor Force",9,"Informal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",60
5623,"Gauteng","Urban",47,65226.6,4,1,"Employed",5,"Formal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",50
5624,"Gauteng","Urban",79,218370.6,5,0,"Employed",18,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",49
5625,"Limpopo","Urban",33,24729.6,5,1,"Not in Labor Force",10,"Informal","Well",0,0,0,5800000,24500000,"Limpopo_Urban",46
5626,"Gauteng","Rural",111,21064.8,4,1,"Employed",5,"Informal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",45
5627,"KZN","Rural",55,42368,8,1,"Not in Labor Force",8,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",41
5628,"KZN","Urban",183,195054.4,5,1,"Unemployed",9,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",51
5629,"Gauteng","Urban",29,26652.6,6,0,"Employed",9,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",50
5630,"KZN","Urban",1,23104,4,1,"Not in Labor Force",9,"Informal","Piped",0,1,1,11500000,24500000,"KZN_Urban",41
5631,"Gauteng","Urban",52,15301.8,3,1,"Employed",10,"Formal","Other",0,0,0,15800000,24500000,"Gauteng_Urban",73
5632,"Limpopo","Rural",176,22370.4,6,0,"Employed",10,"Traditional","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",59
5633,"Gauteng","Urban",38,14472,7,1,"Not in Labor Force",6,"Informal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",56
5634,"Gauteng","Urban",8,222325.2,8,1,"Employed",12,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",51
5635,"Gauteng","Urban",128,38536.2,3,1,"Unemployed",7,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",40
5636,"Limpopo","Rural",130,63124.2,5,1,"Employed",9,"Formal","Public_Tap",1,1,0,5800000,13300000,"Limpopo_Rural",67
5637,"Western Cape","Urban",141,20355.8,3,1,"Employed",4,"Formal","Other",0,0,0,4700000,24500000,"Western Cape_Urban",51
5638,"Western Cape","Urban",3,809222.1,5,1,"Employed",11,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",54
5639,"Western Cape","Rural",39,55099,3,1,"Unemployed",8,"Informal","Public_Tap",0,1,1,4700000,13300000,"Western Cape_Rural",57
5640,"KZN","Urban",93,26161.6,4,0,"Unemployed",11,"Informal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",55
5641,"KZN","Rural",172,84345,1,0,"Employed",13,"Formal","Public_Tap",0,1,1,11500000,13300000,"KZN_Rural",60
5642,"Limpopo","Urban",156,18275.6,4,0,"Employed",12,"Formal","Well",1,0,0,5800000,24500000,"Limpopo_Urban",53
5643,"Gauteng","Urban",32,56307.6,6,1,"Unemployed",8,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",53
5644,"Gauteng","Urban",115,45707.4,3,1,"Employed",8,"Informal","Piped",0,0,1,15800000,24500000,"Gauteng_Urban",68
5645,"Western Cape","Urban",189,111681.5,4,1,"Employed",11,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",51
5646,"Gauteng","Urban",164,33829.2,4,1,"Employed",9,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",45
5647,"Limpopo","Urban",45,62160,3,1,"Not in Labor Force",8,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",54
5648,"KZN","Urban",29,95174.4,1,1,"Not in Labor Force",12,"Formal","Well",1,1,0,11500000,24500000,"KZN_Urban",50
5649,"Gauteng","Rural",129,88274.4,5,1,"Employed",11,"Informal","Public_Tap",1,1,1,15800000,13300000,"Gauteng_Rural",55
5650,"Gauteng","Rural",145,7911.6,4,0,"Not in Labor Force",7,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",58
5651,"KZN","Urban",47,15708.8,3,1,"Not in Labor Force",14,"Formal","Well",1,1,0,11500000,24500000,"KZN_Urban",50
5652,"Gauteng","Urban",29,116314.2,5,1,"Employed",9,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",50
5653,"Gauteng","Rural",44,37664.4,8,1,"Employed",13,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",43
5654,"Western Cape","Urban",104,72428.5,5,1,"Not in Labor Force",10,"Informal","Other",0,0,1,4700000,24500000,"Western Cape_Urban",53
5655,"Western Cape","Rural",89,101080.1,5,0,"Not in Labor Force",5,"Formal","Piped",1,1,0,4700000,13300000,"Western Cape_Rural",68
5656,"KZN","Urban",16,60209.6,6,0,"Employed",10,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",53
5657,"Gauteng","Urban",10,20597.4,1,1,"Not in Labor Force",8,"Traditional","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",49
5658,"Limpopo","Rural",20,6893.1,4,0,"Employed",19,"Informal","Public_Tap",1,0,0,5800000,13300000,"Limpopo_Rural",53
5659,"Gauteng","Urban",20,45871.2,6,1,"Employed",10,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",53
5660,"Gauteng","Urban",194,32913,5,0,"Employed",11,"Traditional","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",50
5661,"Gauteng","Urban",105,166096.8,4,1,"Employed",9,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",60
5662,"KZN","Urban",154,24262.4,5,0,"Unemployed",11,"Formal","Other",0,1,1,11500000,24500000,"KZN_Urban",46
5663,"Gauteng","Urban",90,2991.6,8,1,"Unemployed",10,"Informal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",50
5664,"Gauteng","Urban",194,18336.6,4,1,"Not in Labor Force",15,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",50
